Date,Channel,Sessions,Transactions,AOV,CPA
8/2/2017,Channel A,2879,720,61.94,8
8/2/2017,Channel B,2425,257,79.89,17
8/2/2017,Channel C,5673,525,56.33,10
8/2/2017,Channel D,5728,739,64.72,12
8/1/2017,Channel A,2915,755,62.82,6
8/1/2017,Channel B,1853,216,78.27,25
8/1/2017,Channel C,3381,351,58.87,12
8/1/2017,Channel D,5812,787,63.5,14
7/31/2017,Channel A,3049,772,60.89,7
7/31/2017,Channel B,1754,206,81,33
7/31/2017,Channel C,6126,603,56.45,7
7/31/2017,Channel D,5584,772,64.24,12
7/30/2017,Channel A,1468,320,61.63,4
7/30/2017,Channel B,987,80,79.71,26
7/30/2017,Channel C,1642,197,58.3,11
7/30/2017,Channel D,2746,276,63.22,13
7/29/2017,Channel A,1441,299,62.54,4
7/29/2017,Channel B,1123,100,84.2,23
7/29/2017,Channel C,3465,266,60.19,8
7/29/2017,Channel D,2827,258,63.66,19
7/28/2017,Channel A,2265,526,62.78,8
7/28/2017,Channel B,1647,180,83.05,19
7/28/2017,Channel C,3156,302,58.46,11
7/28/2017,Channel D,4714,557,66,14
7/27/2017,Channel A,2531,612,61.89,8
7/27/2017,Channel B,1870,224,82.87,33
7/27/2017,Channel C,6626,683,58.57,5
7/27/2017,Channel D,5451,705,65.33,16
7/26/2017,Channel A,2796,712,60.99,9
7/26/2017,Channel B,2201,248,78.59,18
7/26/2017,Channel C,5679,558,54.55,9
7/26/2017,Channel D,5647,732,65.37,16
7/25/2017,Channel A,2619,654,61.63,6
7/25/2017,Channel B,1978,228,82.94,24
7/25/2017,Channel C,3238,373,56.9,8
7/25/2017,Channel D,5630,749,65.87,16
7/24/2017,Channel A,2653,672,61.32,7
7/24/2017,Channel B,1849,199,82.78,23
7/24/2017,Channel C,6523,666,51.93,6
7/24/2017,Channel D,5696,768,64.59,15
7/23/2017,Channel A,1384,288,59.4,3
7/23/2017,Channel B,1061,83,89.08,24
7/23/2017,Channel C,1912,206,57.24,5
7/23/2017,Channel D,2664,283,66.45,17
7/22/2017,Channel A,1322,262,63.29,5
7/22/2017,Channel B,1113,97,85.71,22
7/22/2017,Channel C,5804,383,60.04,11
7/22/2017,Channel D,2797,238,61.93,13
7/21/2017,Channel A,2134,492,63.73,6
7/21/2017,Channel B,1628,177,84.67,16
7/21/2017,Channel C,2896,237,61.22,11
7/21/2017,Channel D,4802,605,66.55,14
7/20/2017,Channel A,2603,607,63.82,6
7/20/2017,Channel B,1765,201,84.93,16
7/20/2017,Channel C,5806,506,59.14,7
7/20/2017,Channel D,5345,722,67.61,19
7/19/2017,Channel A,2969,636,61.28,9
7/19/2017,Channel B,2028,180,78.81,17
7/19/2017,Channel C,5665,479,54.57,10
7/19/2017,Channel D,5668,720,65.75,10
7/18/2017,Channel A,2828,656,62.07,10
7/18/2017,Channel B,1849,211,83.22,24
7/18/2017,Channel C,3834,348,57.52,10
7/18/2017,Channel D,5314,787,64.9,19
7/17/2017,Channel A,2976,729,61.4,5
7/17/2017,Channel B,1724,181,78.92,30
7/17/2017,Channel C,5837,569,52.45,5
7/17/2017,Channel D,5377,793,64.56,20
7/16/2017,Channel A,1418,300,58.95,3
7/16/2017,Channel B,1024,77,81.91,24
7/16/2017,Channel C,1503,144,56.62,10
7/16/2017,Channel D,2421,281,62.86,13
7/15/2017,Channel A,1357,273,61.81,8
7/15/2017,Channel B,1112,82,85.75,29
7/15/2017,Channel C,3699,236,57.51,9
7/15/2017,Channel D,2651,251,67.29,19
7/14/2017,Channel A,2323,538,63.68,9
7/14/2017,Channel B,1650,172,84.83,19
7/14/2017,Channel C,3022,238,61.78,10
7/14/2017,Channel D,4854,634,66.63,15
7/13/2017,Channel A,2749,621,62.81,7
7/13/2017,Channel B,1851,210,84.53,20
7/13/2017,Channel C,5598,485,57.31,7
7/13/2017,Channel D,5682,707,64.97,20
7/12/2017,Channel A,2806,642,61.23,5
7/12/2017,Channel B,1872,201,88.21,33
7/12/2017,Channel C,6026,568,51.26,8
7/12/2017,Channel D,5588,675,64.07,15
7/11/2017,Channel A,2963,715,61.53,8
7/11/2017,Channel B,1878,217,82.92,29
7/11/2017,Channel C,5496,557,54.7,7
7/11/2017,Channel D,5450,717,64.96,20
7/10/2017,Channel A,3219,763,60.71,5
7/10/2017,Channel B,1837,178,80.54,23
7/10/2017,Channel C,7914,738,50.05,12
7/10/2017,Channel D,5590,747,64.17,16
7/9/2017,Channel A,1414,311,59.71,9
7/9/2017,Channel B,1062,80,82.82,15
7/9/2017,Channel C,1464,177,60.41,8
7/9/2017,Channel D,2707,253,63.83,14
7/8/2017,Channel A,1330,278,61.5,5
7/8/2017,Channel B,1154,93,84.2,26
7/8/2017,Channel C,3001,245,62.08,11
7/8/2017,Channel D,2949,264,67.42,18
7/7/2017,Channel A,2368,569,61.6,10
7/7/2017,Channel B,1796,199,83.57,15
7/7/2017,Channel C,3773,321,64.19,10
7/7/2017,Channel D,5017,601,65.91,19
7/6/2017,Channel A,2592,626,63.42,5
7/6/2017,Channel B,2075,256,86.43,17
7/6/2017,Channel C,5062,458,61.14,12
7/6/2017,Channel D,5402,677,65.52,18
7/5/2017,Channel A,2437,601,62.72,3
7/5/2017,Channel B,2072,220,81.56,15
7/5/2017,Channel C,4459,417,59.42,11
7/5/2017,Channel D,5014,665,64.79,13
7/4/2017,Channel A,1271,249,63.31,6
7/4/2017,Channel B,1036,92,88.17,24
7/4/2017,Channel C,1239,121,61.44,9
7/4/2017,Channel D,2345,222,63.86,14
7/3/2017,Channel A,1612,350,61.26,6
7/3/2017,Channel B,1356,140,85.09,35
7/3/2017,Channel C,3684,305,59.99,6
7/3/2017,Channel D,3834,417,65.09,20
7/2/2017,Channel A,1195,244,60.64,7
7/2/2017,Channel B,910,63,82.24,29
7/2/2017,Channel C,1234,120,59.56,11
7/2/2017,Channel D,2421,210,62.71,14
7/1/2017,Channel A,1298,283,62.78,9
7/1/2017,Channel B,1110,101,77.01,24
7/1/2017,Channel C,2899,210,61.81,10
7/1/2017,Channel D,2887,247,63.62,14
6/30/2017,Channel A,2119,527,62.38,3
6/30/2017,Channel B,1654,208,77.31,25
6/30/2017,Channel C,2956,300,59.72,8
6/30/2017,Channel D,4610,540,65.82,10
6/29/2017,Channel A,2431,605,62.2,7
6/29/2017,Channel B,1892,230,79.98,15
6/29/2017,Channel C,4474,384,62.28,5
6/29/2017,Channel D,5208,648,64.55,17
6/28/2017,Channel A,2584,625,61.88,6
6/28/2017,Channel B,1987,244,77.98,32
6/28/2017,Channel C,4877,434,57.32,6
6/28/2017,Channel D,5377,685,64.32,15
6/27/2017,Channel A,2642,658,63.09,6
6/27/2017,Channel B,1947,233,78.49,17
6/27/2017,Channel C,2870,260,59.99,11
6/27/2017,Channel D,5357,742,64.43,14
6/26/2017,Channel A,2752,708,61.37,7
6/26/2017,Channel B,1871,224,78.45,19
6/26/2017,Channel C,5093,470,57.68,6
6/26/2017,Channel D,5410,779,63.73,13
6/25/2017,Channel A,1258,265,61.09,10
6/25/2017,Channel B,1051,88,80.2,29
6/25/2017,Channel C,1445,151,58.14,8
6/25/2017,Channel D,2536,247,64.05,12
6/24/2017,Channel A,1210,252,61.94,6
6/24/2017,Channel B,1100,91,76.69,28
6/24/2017,Channel C,3264,228,61.79,6
6/24/2017,Channel D,2766,248,65.1,12
6/23/2017,Channel A,2233,528,62.92,4
6/23/2017,Channel B,1675,186,79.98,28
6/23/2017,Channel C,3005,300,60.86,10
6/23/2017,Channel D,4858,598,65.44,20
6/22/2017,Channel A,2682,653,62.9,5
6/22/2017,Channel B,1836,218,81.59,33
6/22/2017,Channel C,5251,468,56.83,8
6/22/2017,Channel D,5252,715,66.98,15
6/21/2017,Channel A,2677,631,61.43,8
6/21/2017,Channel B,1828,238,80.89,29
6/21/2017,Channel C,5203,468,53.38,9
6/21/2017,Channel D,5250,659,64.1,20
6/20/2017,Channel A,2826,678,60.65,10
6/20/2017,Channel B,1840,222,78.2,31
6/20/2017,Channel C,3398,303,56.55,6
6/20/2017,Channel D,5422,712,65.19,13
6/19/2017,Channel A,2873,692,60.78,3
6/19/2017,Channel B,1752,207,81.23,23
6/19/2017,Channel C,7111,627,50.56,9
6/19/2017,Channel D,5346,706,61.94,10
6/18/2017,Channel A,1469,291,59.9,8
6/18/2017,Channel B,858,87,74.29,17
6/18/2017,Channel C,1231,141,58.03,7
6/18/2017,Channel D,3010,290,60.7,14
6/17/2017,Channel A,1692,352,59.26,10
6/17/2017,Channel B,1011,92,75.48,33
6/17/2017,Channel C,2799,250,61.69,7
6/17/2017,Channel D,3724,346,63.02,10
6/16/2017,Channel A,2732,671,62.09,8
6/16/2017,Channel B,1728,216,75.53,34
6/16/2017,Channel C,2526,300,60.16,10
6/16/2017,Channel D,5819,797,65.17,10
6/15/2017,Channel A,4357,753,62.53,5
6/15/2017,Channel B,2135,284,77.01,27
6/15/2017,Channel C,4668,538,59.65,9
6/15/2017,Channel D,6133,835,64.24,16
6/14/2017,Channel A,3423,778,61.02,7
6/14/2017,Channel B,2284,282,71.53,24
6/14/2017,Channel C,5157,563,57,9
6/14/2017,Channel D,6170,869,63.23,10
6/13/2017,Channel A,3456,852,60.03,6
6/13/2017,Channel B,2440,262,73.77,35
6/13/2017,Channel C,2976,371,58.25,11
6/13/2017,Channel D,6064,830,63.77,14
6/12/2017,Channel A,3340,857,59.14,8
6/12/2017,Channel B,2120,240,78.12,28
6/12/2017,Channel C,6220,630,53.79,7
6/12/2017,Channel D,6036,827,62.95,19
6/11/2017,Channel A,1580,360,59.71,9
6/11/2017,Channel B,1144,122,67.44,17
6/11/2017,Channel C,1476,208,59.75,11
6/11/2017,Channel D,3032,310,61.59,14
6/10/2017,Channel A,1359,297,61.28,6
6/10/2017,Channel B,1139,114,73.91,17
6/10/2017,Channel C,2968,248,58.48,7
6/10/2017,Channel D,3124,276,62.38,18
6/9/2017,Channel A,2649,618,62,6
6/9/2017,Channel B,1979,240,75.13,33
6/9/2017,Channel C,3725,435,59.11,8
6/9/2017,Channel D,5196,656,65.5,19
6/8/2017,Channel A,2940,669,62.13,4
6/8/2017,Channel B,2669,295,78.83,21
6/8/2017,Channel C,4956,487,61.34,10
6/8/2017,Channel D,5731,699,65.05,20
6/7/2017,Channel A,3246,774,63.72,3
6/7/2017,Channel B,2378,258,79.2,18
6/7/2017,Channel C,4749,490,53.44,5
6/7/2017,Channel D,6009,763,65.38,10
6/6/2017,Channel A,3407,829,62.75,5
6/6/2017,Channel B,2142,258,74.64,31
6/6/2017,Channel C,2695,325,55.84,6
6/6/2017,Channel D,6128,789,63.36,11
6/5/2017,Channel A,3410,862,59.92,8
6/5/2017,Channel B,1973,247,75.54,23
6/5/2017,Channel C,5644,590,52.39,6
6/5/2017,Channel D,6249,822,61.99,10
6/4/2017,Channel A,1711,355,58.51,4
6/4/2017,Channel B,1077,98,71.23,16
6/4/2017,Channel C,1424,174,60.12,7
6/4/2017,Channel D,3112,334,59.82,13
6/3/2017,Channel A,1468,292,60.51,3
6/3/2017,Channel B,1236,106,79.71,19
6/3/2017,Channel C,2789,250,60.89,6
6/3/2017,Channel D,3204,276,65.59,19
6/2/2017,Channel A,2565,623,62.58,7
6/2/2017,Channel B,1822,226,78.51,28
6/2/2017,Channel C,2505,287,62.96,10
6/2/2017,Channel D,5418,671,67.21,12
6/1/2017,Channel A,3037,737,61.65,3
6/1/2017,Channel B,2143,282,77.87,32
6/1/2017,Channel C,4812,528,61.59,10
6/1/2017,Channel D,6206,779,65.04,20
5/31/2017,Channel A,3200,758,62.1,7
5/31/2017,Channel B,2362,278,75.42,29
5/31/2017,Channel C,4845,516,56.94,8
5/31/2017,Channel D,6412,825,63.63,18
5/30/2017,Channel A,3168,788,61.87,3
5/30/2017,Channel B,2353,372,72.35,26
5/30/2017,Channel C,4959,462,56.36,6
5/30/2017,Channel D,6463,817,63.22,19
5/29/2017,Channel A,1701,381,60.25,5
5/29/2017,Channel B,1417,166,73.61,22
5/29/2017,Channel C,1264,138,58.15,7
5/29/2017,Channel D,3331,331,64.67,13
5/28/2017,Channel A,1095,222,59.07,9
5/28/2017,Channel B,1034,99,68.08,34
5/28/2017,Channel C,1456,122,58.02,7
5/28/2017,Channel D,2516,194,63.11,12
5/27/2017,Channel A,1331,247,62.21,9
5/27/2017,Channel B,1392,134,68.16,22
5/27/2017,Channel C,2095,192,62.03,5
5/27/2017,Channel D,3039,240,66.07,20
5/26/2017,Channel A,2247,495,62.3,5
5/26/2017,Channel B,2405,267,70.11,20
5/26/2017,Channel C,2343,252,62.6,7
5/26/2017,Channel D,5305,579,67.54,12
5/25/2017,Channel A,3004,661,63.19,3
5/25/2017,Channel B,2029,305,72.62,18
5/25/2017,Channel C,5377,535,62.04,7
5/25/2017,Channel D,6156,712,65.56,16
5/24/2017,Channel A,3205,737,62.84,4
5/24/2017,Channel B,2209,347,72.01,29
5/24/2017,Channel C,5115,477,56.67,6
5/24/2017,Channel D,6429,785,66.02,20
5/23/2017,Channel A,3310,735,62.26,3
5/23/2017,Channel B,2151,306,71.67,17
5/23/2017,Channel C,6560,641,61.19,11
5/23/2017,Channel D,6709,789,63.74,15
5/22/2017,Channel A,3345,743,61.46,4
5/22/2017,Channel B,2054,275,72.1,27
5/22/2017,Channel C,6036,544,56.99,9
5/22/2017,Channel D,6926,871,63.84,19
5/21/2017,Channel A,1649,325,59.2,8
5/21/2017,Channel B,1256,126,70.56,25
5/21/2017,Channel C,1386,151,61.22,6
5/21/2017,Channel D,3427,326,62.71,20
5/20/2017,Channel A,1672,294,60.26,8
5/20/2017,Channel B,1368,160,71.79,21
5/20/2017,Channel C,2493,204,61.16,11
5/20/2017,Channel D,3737,290,63.93,19
5/19/2017,Channel A,2728,598,63.28,5
5/19/2017,Channel B,1968,269,76.49,15
5/19/2017,Channel C,2363,204,65.24,10
5/19/2017,Channel D,6339,723,66.47,14
5/18/2017,Channel A,3055,663,64,9
5/18/2017,Channel B,2258,315,75.5,34
5/18/2017,Channel C,3296,289,63.71,8
5/18/2017,Channel D,7196,788,65.52,18
5/17/2017,Channel A,3433,684,62.54,7
5/17/2017,Channel B,2384,311,74.76,16
5/17/2017,Channel C,3663,336,65.2,12
5/17/2017,Channel D,7703,820,63.86,19
5/16/2017,Channel A,3659,709,63.35,4
5/16/2017,Channel B,2571,293,75.07,29
5/16/2017,Channel C,3461,250,61.68,6
5/16/2017,Channel D,8789,850,66.61,10
5/15/2017,Channel A,5280,826,63.9,8
5/15/2017,Channel B,3096,321,71.16,32
5/15/2017,Channel C,5765,335,65.9,9
5/15/2017,Channel D,12377,1126,67.85,18
5/14/2017,Channel A,8844,1106,62.97,5
5/14/2017,Channel B,2735,246,66.15,21
5/14/2017,Channel C,6343,211,64.51,11
5/14/2017,Channel D,19382,1356,65.73,11
5/13/2017,Channel A,19847,3446,63.89,8
5/13/2017,Channel B,5079,647,63.05,16
5/13/2017,Channel C,16390,1403,67.99,8
5/13/2017,Channel D,38241,4351,67.82,13
5/12/2017,Channel A,30672,5875,64.38,9
5/12/2017,Channel B,10404,1745,64.39,20
5/12/2017,Channel C,34399,4032,66.4,12
5/12/2017,Channel D,49065,7760,68.32,20
5/11/2017,Channel A,32405,6843,62.56,9
5/11/2017,Channel B,20617,3268,61.61,20
5/11/2017,Channel C,45084,6606,60.5,6
5/11/2017,Channel D,45621,8824,64.71,20
5/10/2017,Channel A,31835,6933,61.24,4
5/10/2017,Channel B,25426,4069,60.25,35
5/10/2017,Channel C,49048,7553,59.42,6
5/10/2017,Channel D,43050,8212,63,19
5/9/2017,Channel A,25883,6095,59.72,3
5/9/2017,Channel B,48144,5522,58.7,17
5/9/2017,Channel C,47565,7361,59.25,11
5/9/2017,Channel D,38646,7004,62.33,11
5/8/2017,Channel A,19825,4760,60.19,9
5/8/2017,Channel B,12918,2698,59.31,26
5/8/2017,Channel C,54115,5510,57.92,7
5/8/2017,Channel D,29209,5145,62.32,19
5/7/2017,Channel A,12169,2615,58.46,3
5/7/2017,Channel B,7674,1508,57.95,24
5/7/2017,Channel C,19757,3248,58.93,5
5/7/2017,Channel D,13843,2177,63.54,18
5/6/2017,Channel A,9830,1994,56.73,5
5/6/2017,Channel B,8512,1153,59.79,31
5/6/2017,Channel C,14431,1812,58.35,8
5/6/2017,Channel D,10662,1441,64.21,16
5/5/2017,Channel A,10543,2246,61.21,9
5/5/2017,Channel B,29287,2925,59.75,27
5/5/2017,Channel C,16285,1990,60.63,6
5/5/2017,Channel D,15032,2128,61.71,16
5/4/2017,Channel A,11777,2305,59.62,3
5/4/2017,Channel B,21851,1712,61.83,35
5/4/2017,Channel C,20553,2205,59.43,12
5/4/2017,Channel D,15843,2068,62.9,15
5/3/2017,Channel A,9484,2150,59.86,10
5/3/2017,Channel B,6715,947,63.05,23
5/3/2017,Channel C,15486,1873,55.35,6
5/3/2017,Channel D,14974,1949,62.9,13
5/2/2017,Channel A,8879,1843,60.01,3
5/2/2017,Channel B,7013,778,62.5,27
5/2/2017,Channel C,12693,1628,56.94,11
5/2/2017,Channel D,14241,1862,62.23,14
5/1/2017,Channel A,7080,1583,60.85,6
5/1/2017,Channel B,3352,540,65.69,31
5/1/2017,Channel C,12564,1766,56.38,12
5/1/2017,Channel D,12930,1661,62.78,17
4/30/2017,Channel A,4386,925,59.51,4
4/30/2017,Channel B,1421,225,63.11,25
4/30/2017,Channel C,4627,656,61.91,10
4/30/2017,Channel D,6678,690,61.11,20
4/29/2017,Channel A,3068,570,60.85,3
4/29/2017,Channel B,1365,214,65.02,17
4/29/2017,Channel C,5597,604,58.8,8
4/29/2017,Channel D,5858,525,63.12,17
4/28/2017,Channel A,4394,925,62.44,6
4/28/2017,Channel B,2125,325,68.26,32
4/28/2017,Channel C,5678,711,62.13,10
4/28/2017,Channel D,9031,1037,64.31,16
4/27/2017,Channel A,5164,1118,62.93,5
4/27/2017,Channel B,2623,393,69.99,27
4/27/2017,Channel C,7584,1048,61.58,5
4/27/2017,Channel D,10354,1139,65.79,13
4/26/2017,Channel A,5331,1219,63.11,4
4/26/2017,Channel B,2410,360,73.04,18
4/26/2017,Channel C,5484,700,59.3,11
4/26/2017,Channel D,11981,1377,66.81,11
4/25/2017,Channel A,5299,1275,65.46,6
4/25/2017,Channel B,2444,360,71.39,18
4/25/2017,Channel C,5803,792,62.02,12
4/25/2017,Channel D,11402,1517,68.46,16
4/24/2017,Channel A,4774,1173,63.9,4
4/24/2017,Channel B,2146,306,72.03,17
4/24/2017,Channel C,5195,623,60.08,6
4/24/2017,Channel D,10202,1410,66.07,13
4/23/2017,Channel A,2180,479,60.54,4
4/23/2017,Channel B,1202,139,69.52,30
4/23/2017,Channel C,1250,204,60.68,7
4/23/2017,Channel D,5070,499,62.45,10
4/22/2017,Channel A,1959,367,63.58,10
4/22/2017,Channel B,1159,140,78,17
4/22/2017,Channel C,2827,295,62.73,11
4/22/2017,Channel D,5136,429,64.81,20
4/21/2017,Channel A,3262,724,64.65,3
4/21/2017,Channel B,2021,287,73.42,21
4/21/2017,Channel C,1954,290,66.21,6
4/21/2017,Channel D,8668,1063,67.09,17
4/20/2017,Channel A,3649,902,60.63,10
4/20/2017,Channel B,2319,350,77.07,26
4/20/2017,Channel C,4176,575,60.59,9
4/20/2017,Channel D,8984,1163,63.72,18
4/19/2017,Channel A,3639,921,60.83,4
4/19/2017,Channel B,2361,361,74.64,24
4/19/2017,Channel C,4336,461,57.89,6
4/19/2017,Channel D,8974,1212,63.2,18
4/18/2017,Channel A,3674,837,62.76,9
4/18/2017,Channel B,2242,297,80.4,22
4/18/2017,Channel C,4623,528,62.04,11
4/18/2017,Channel D,8437,1019,64.38,10
4/17/2017,Channel A,3514,806,61.83,10
4/17/2017,Channel B,2033,252,80.18,18
4/17/2017,Channel C,3795,388,58.56,10
4/17/2017,Channel D,8100,1034,62.77,12
4/16/2017,Channel A,1381,251,59.66,6
4/16/2017,Channel B,906,96,80.47,16
4/16/2017,Channel C,959,119,61.77,10
4/16/2017,Channel D,3744,347,63.55,15
4/15/2017,Channel A,1836,338,62.26,9
4/15/2017,Channel B,1138,115,74.35,34
4/15/2017,Channel C,3000,279,65.01,9
4/15/2017,Channel D,5182,455,63.01,14
4/14/2017,Channel A,3186,676,63.03,8
4/14/2017,Channel B,1793,241,73.79,18
4/14/2017,Channel C,4277,605,64.98,8
4/14/2017,Channel D,8328,1026,65.09,20
4/13/2017,Channel A,3976,887,62.09,4
4/13/2017,Channel B,2442,294,72.47,35
4/13/2017,Channel C,5550,833,60.5,6
4/13/2017,Channel D,9300,1202,64.46,11
4/12/2017,Channel A,4685,966,60.84,6
4/12/2017,Channel B,2668,340,69.3,20
4/12/2017,Channel C,6358,838,56.23,5
4/12/2017,Channel D,9486,1272,62.03,12
4/11/2017,Channel A,5386,895,59.3,10
4/11/2017,Channel B,2315,304,70.59,25
4/11/2017,Channel C,6411,906,58.56,5
4/11/2017,Channel D,9012,1209,61.15,14
4/10/2017,Channel A,5921,995,59.38,8
4/10/2017,Channel B,2520,342,70.97,23
4/10/2017,Channel C,6518,964,55.9,7
4/10/2017,Channel D,8712,1196,62.93,19
4/9/2017,Channel A,2124,441,58.37,10
4/9/2017,Channel B,1152,155,71.71,33
4/9/2017,Channel C,4036,539,57.79,11
4/9/2017,Channel D,4818,489,62.33,10
4/8/2017,Channel A,1885,364,60.92,8
4/8/2017,Channel B,1306,151,75.97,26
4/8/2017,Channel C,3164,348,58.95,8
4/8/2017,Channel D,4466,404,63.41,17
4/7/2017,Channel A,2904,641,61.59,7
4/7/2017,Channel B,1967,261,79.22,19
4/7/2017,Channel C,3950,605,60.39,12
4/7/2017,Channel D,7341,908,65.29,17
4/6/2017,Channel A,3634,788,64.81,10
4/6/2017,Channel B,2064,287,74.49,23
4/6/2017,Channel C,5000,594,61.34,5
4/6/2017,Channel D,8120,1022,65.05,17
4/5/2017,Channel A,3609,725,61.08,7
4/5/2017,Channel B,2187,252,74.12,28
4/5/2017,Channel C,5331,503,57.59,10
4/5/2017,Channel D,7992,904,63.38,17
4/4/2017,Channel A,3951,777,61.84,4
4/4/2017,Channel B,2377,221,77.6,16
4/4/2017,Channel C,2416,375,60.13,9
4/4/2017,Channel D,8029,896,64.44,12
4/3/2017,Channel A,3695,872,60.83,7
4/3/2017,Channel B,2688,274,72.07,24
4/3/2017,Channel C,4782,636,55.03,5
4/3/2017,Channel D,7756,1068,62.62,10
4/2/2017,Channel A,1776,396,57.9,6
4/2/2017,Channel B,1027,98,75.86,15
4/2/2017,Channel C,1224,235,58.09,10
4/2/2017,Channel D,3528,399,64.4,11
4/1/2017,Channel A,1621,344,62.28,7
4/1/2017,Channel B,1077,97,81.79,28
4/1/2017,Channel C,2496,288,57.7,12
4/1/2017,Channel D,3752,373,65.65,16
3/31/2017,Channel A,3170,754,63.59,7
3/31/2017,Channel B,1904,219,82.22,22
3/31/2017,Channel C,2057,330,60.78,7
3/31/2017,Channel D,6796,829,66.17,10
3/30/2017,Channel A,3568,862,62.47,6
3/30/2017,Channel B,2524,283,79.75,25
3/30/2017,Channel C,5219,612,59.71,10
3/30/2017,Channel D,7363,929,64.8,19
3/29/2017,Channel A,3650,878,62.03,8
3/29/2017,Channel B,2340,280,83.33,35
3/29/2017,Channel C,3954,513,56.33,12
3/29/2017,Channel D,7447,999,65.23,18
3/28/2017,Channel A,3764,944,60.8,10
3/28/2017,Channel B,1951,240,80.08,20
3/28/2017,Channel C,2891,531,56.93,12
3/28/2017,Channel D,7441,985,63.16,12
3/27/2017,Channel A,3710,908,60,4
3/27/2017,Channel B,1788,206,79.95,27
3/27/2017,Channel C,4764,530,53.28,9
3/27/2017,Channel D,7593,1032,63.35,12
3/26/2017,Channel A,1926,405,58.99,5
3/26/2017,Channel B,1004,100,78.49,17
3/26/2017,Channel C,1310,177,60.03,7
3/26/2017,Channel D,3915,421,62.32,18
3/25/2017,Channel A,1648,316,61.39,8
3/25/2017,Channel B,1083,103,84.11,25
3/25/2017,Channel C,2903,273,59.62,5
3/25/2017,Channel D,3918,354,62.61,18
3/24/2017,Channel A,2882,663,63.98,9
3/24/2017,Channel B,1678,183,88.16,28
3/24/2017,Channel C,2143,287,61.85,7
3/24/2017,Channel D,6563,808,65.57,17
3/23/2017,Channel A,3368,775,62.97,10
3/23/2017,Channel B,1880,227,81.55,32
3/23/2017,Channel C,4205,543,60.75,8
3/23/2017,Channel D,7276,971,64.67,13
3/22/2017,Channel A,3597,900,60.44,8
3/22/2017,Channel B,1934,251,82.04,23
3/22/2017,Channel C,4077,493,55.95,7
3/22/2017,Channel D,7388,974,63.99,11
3/21/2017,Channel A,3599,846,60.76,3
3/21/2017,Channel B,2053,252,78.55,27
3/21/2017,Channel C,2031,332,59,9
3/21/2017,Channel D,7383,1004,63.89,11
3/20/2017,Channel A,3812,945,60.26,9
3/20/2017,Channel B,1798,242,79.54,19
3/20/2017,Channel C,4721,550,55.89,10
3/20/2017,Channel D,7546,1015,62.57,20
3/19/2017,Channel A,1981,474,56.65,10
3/19/2017,Channel B,1046,100,76.88,32
3/19/2017,Channel C,1701,213,58.58,10
3/19/2017,Channel D,3780,414,61.06,13
3/18/2017,Channel A,1689,350,61.94,8
3/18/2017,Channel B,1109,92,76.67,32
3/18/2017,Channel C,3336,279,57.76,7
3/18/2017,Channel D,3601,365,63.05,11
3/17/2017,Channel A,2875,712,62.25,4
3/17/2017,Channel B,1587,185,81.13,32
3/17/2017,Channel C,8226,480,61.66,11
3/17/2017,Channel D,6428,816,64.53,19
3/16/2017,Channel A,3477,835,62.82,5
3/16/2017,Channel B,1938,223,82.98,22
3/16/2017,Channel C,4498,475,57.3,10
3/16/2017,Channel D,7355,967,65.03,19
3/15/2017,Channel A,3679,856,60.06,6
3/15/2017,Channel B,2257,267,82.2,33
3/15/2017,Channel C,3996,508,57.72,5
3/15/2017,Channel D,7022,972,63.83,20
3/14/2017,Channel A,3261,762,58.79,4
3/14/2017,Channel B,1948,196,82,17
3/14/2017,Channel C,1980,306,57.13,5
3/14/2017,Channel D,6401,912,64.31,20
3/13/2017,Channel A,3376,832,59.33,8
3/13/2017,Channel B,1748,210,80.61,18
3/13/2017,Channel C,5084,561,55.39,9
3/13/2017,Channel D,6761,919,62.73,20
3/12/2017,Channel A,1835,387,58.48,6
3/12/2017,Channel B,1009,92,78.02,25
3/12/2017,Channel C,1242,192,60.91,8
3/12/2017,Channel D,3440,375,62.91,12
3/11/2017,Channel A,1816,355,61.37,9
3/11/2017,Channel B,1080,103,85.68,34
3/11/2017,Channel C,3072,277,61.83,9
3/11/2017,Channel D,3730,359,63.75,19
3/10/2017,Channel A,3156,717,63.5,7
3/10/2017,Channel B,1802,203,81.7,15
3/10/2017,Channel C,2021,324,61.31,7
3/10/2017,Channel D,6601,897,65.09,13
3/9/2017,Channel A,3755,829,62.64,6
3/9/2017,Channel B,2047,252,81,16
3/9/2017,Channel C,3921,539,60.82,9
3/9/2017,Channel D,7383,1030,66.03,11
3/8/2017,Channel A,4032,962,63.83,7
3/8/2017,Channel B,2242,260,82,18
3/8/2017,Channel C,4100,504,61.09,5
3/8/2017,Channel D,8469,1249,64.75,19
3/7/2017,Channel A,3815,926,61.2,7
3/7/2017,Channel B,2114,253,79.72,29
3/7/2017,Channel C,2345,380,58.97,10
3/7/2017,Channel D,7964,1129,63.85,20
3/6/2017,Channel A,3834,977,61.11,3
3/6/2017,Channel B,1962,214,79,30
3/6/2017,Channel C,4440,568,57.59,7
3/6/2017,Channel D,7717,1097,63.42,15
3/5/2017,Channel A,2001,426,60.52,4
3/5/2017,Channel B,1185,103,82.38,20
3/5/2017,Channel C,1518,232,59.5,8
3/5/2017,Channel D,3847,425,61.35,18
3/4/2017,Channel A,1860,363,60.82,10
